/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_089.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_089.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_089.jpg,0,0,0,22.01334
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_172.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_172.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_172.jpg,0,0,0,21.83636
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_257.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_257.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_257.jpg,0,0,0,21.61712
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_337.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_337.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_337.jpg,0,0,0,21.44333
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_418.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_418.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_418.jpg,0,0,0,21.27093
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_499.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_499.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_499.jpg,0,0,0,21.09993
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_581.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_581.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_581.jpg,0,0,0,20.93029
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_673.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_673.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_673.jpg,0,0,0,20.76202
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_747.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_747.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_747.jpg,0,0,0,20.5951
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_829.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_829.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_829.jpg,0,0,0,20.42953
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_916.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_916.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_916.jpg,0,0,0,20.22443
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_49_995.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_49_995.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_49_995.jpg,-0.1,0,0,20.0589
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_079.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_079.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_079.jpg,-0.3,0,0,19.85565
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_161.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_161.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_161.jpg,0,0,0,19.69062
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_251.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_251.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_251.jpg,0,0,0,19.53195
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_326.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_326.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_326.jpg,0,0,0,19.3766
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_417.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_417.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_417.jpg,0,0,0,19.16366
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_507.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_507.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_507.jpg,-0.15,0,0,18.95148
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_581.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_581.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_581.jpg,-0.35,0,0,18.71844
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_665.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_665.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_665.jpg,-0.5500001,0,0,18.45123
/Users/student/Desktop/Adam Hayat/IMG/center_2020_09_30_15_16_50_752.jpg,/Users/student/Desktop/Adam Hayat/IMG/left_2020_09_30_15_16_50_752.jpg,/Users/student/Desktop/Adam Hayat/IMG/right_2020_09_30_15_16_50_752.jpg,0,0,0,18.13173
